rvtaspla,2352208.539,7343329.927,5095225.474,2805905.101,3630398.359
rvtascto,0,0,0,0,0
rcomvena,149580.7395,261927.7916,165976.7537,114966.0282,250717.7438
rtotcob,2576594.807,7343329.927,5096066.147,2813889.334,4856590.816
rtotpag,2001096.667,3236416.335,2515764.065,1534226.839,3779265.487
rtesoreria,2533121.356,69018918.73,44861853.81,20026112.71,5240526.477
rdescu,259746.74,0,0,3868.6258,1280362.29
rtesore,3150149.087,73125832.32,47442155.89,21305775.2,6372021.818
rliqui,1.3659,2.3116,2.4761,2.4515,1.0607
rsolven,2.1874,2.4115,2.5515,3.7845,2.6868
rendeu,0.3434,0.0198,0.0224,0.0693,0.2882
rfondo,0.3458,0.9544,0.9585,0.7931,0.2512
rmargen,-2.4082,0.7773,0.7123,0.6087,0.5304
rrotven,0.2532,0.0989,0.1116,0.1532,0.1983
rroi,6.3234,7.5926,7.7774,8.4081,10.8258
rroe,13.6963,7.7509,7.9705,9.0135,13.4777
rproduct,426.2138,603.9429,469.8229,311.1111,586.1526
rcoti,0.7969,-517.7113,0.3802,-240413205.8,0.7952
rcobinm,2.8105,47509969.52,40.4292,4.53236E+13,2.4345
rapala,0.4241,0.0219,0.0249,0.1018,0.7513
rprodeco,11465.7289,29354.4179,24150.6723,12824.8271,15042.9679
rcompid,0.4285,0.0124,0.0518,0.0482,0.0269
rper,-9.4813,-6774.0416,4.0841,-3509997141,9.0417
ragregaest,90.8254,0,0,23.6034,0
estdeman,136.468,201.639,164.2405,105.865,152.5084
estprecioemp,0,0,0,0,0
estcapin,94.7347,187.77,100.5238,70.2279,184.0843
estpromo,246624.2518,206998.5849,252355.3374,64075.2319,206613.0791
estpubli,82062.7615,69553.3528,83968.8595,21223.856,69349.9601
estaccven,0,0,0,0,0
estprecemi,0,0,0,0,0
coberDemanEmpr,0,0,0,0,0
dimenEmpr,41.1343,13.5854,63.3675,36.1896,-30.0436
esfPubliEmpr,604.7962,347.9125,513.3088,206.7806,462.2728
esfRVentasEmpr,1818.8415,1035.7912,1542.1668,623.437,1377.1638
evoPrecioEmpr,25.5642,48.6047,51.4526,40.9878,25.5289
costeIDEmpr,8775.4135,587.5719,2586.0998,1755.2962,609.4929
calMediaEmpr,7.151,7.6845,4.2035,7.2251,5.6882
evoVentasEmpr,94.5903,154.0095,100.8383,70.9383,148.5242
dimenPlantillaEmpr,4.1993,0.8279,1.2838,1.9286,0.853
valMerCont,-4.5593,-149916.3436,-107.7868,-38081543700,-15.5107
evoCuotaMer,0,0,0,0,0
puntROI,0.3851,0.7954,0.144,0.0794,0.8065
puntROE,0.35,0.7959,0.1711,0.1147,0.8029
puntProductividad,0.4436,0.9969,0.5403,0.0262,0.9535
puntCosteFab,0.1266,0.9461,0.0243,0.8468,0.9209
puntCuotaMer,0.3069,0.5815,0.1785,0.2114,0.6099
puntEnd,0.5082,0.7022,0.6035,0.0455,0.352
puntValMer,0.59,0.5828,0.726,0.0944,0.2918
pipc,4.734,3.6486,3.7593,4.1412,4.5714
pincvtas,4.1699,3.6486,3.7593,3.9946,4.5714
ptipomoo,8.0844,4.8231,5.1316,6.2861,7.5498
pcalendar,0,0,0,0,0
ptipoact,6.2878,3.7513,3.9913,4.8892,5.8721
ptipoemp,0,0,0,0,0
pdescu,16.0395,9.5498,10.1607,12.457,14.96
psalario,2148.4709,2158.4017,2161.5894,2156.8562,2157.7803
pcospue,3034.567,3048.5935,3053.0959,3046.4106,3047.7159
predpue,3641.4784,3658.3101,3663.7131,3655.6906,3657.257
pprecmp,1.8177,1.8261,1.8288,1.8248,1.8256
pcosamp,91037.0296,91457.8247,91592.8978,91392.3372,91431.4967
pcosinf,3034.567,3048.5935,3053.0959,3046.4106,3047.7159
pdemanda,812.9044,816.6618,817.8679,816.0771,816.4267
ptipoimp,0.3105,0.35,0.35,0.3397,0.35
pvalnom,6.01,6.01,6.01,6.01,6.01
ranking,0.4709,0.7423,0.3705,0.1771,0.6483
